Example_ID,Ground_Truth,Prediction,Pattern,Premises,Conclusion,Problematic_Lines,Root_Cause_Category,Error_Description,Specific_Axiom
700,Uncertain,True,Uncertain → True,"All cats are mammals.
Some pets are not mammals.",No pets are cats.,line 9,AXIOMATIZES_CONCLUSION,"The axiom 'noPetsAreCats' directly axiomatizes the conclusion that no pets are cats, which should be derived rather than assumed.","axiom noPetsAreCats : ∀ x : U, Pet x → ¬ Cat x"
456,True,Unknown,True → Unknown,"There are four seasons in a year: Spring, Summer, Fall, and Winter.
All students who want to have a long vacation have summer as their favorite season.
Emma's favorite season is summer.
Mia's favorite season is not the same as Emma's. 
James wants to have a long vacation.",James's favorite season is summer.,N/A,REASONING_FAILURE,"The axioms and theorems are correctly formalized, but the conclusion that James's favorite season is summer is not derived because there is no axiom or theorem establishing that James is a student.",N/A
905,False,True,False → True,"No digital media are analog.
Every printed text is analog media.
All streaming services are digital media.
If an object is a hardcover book, then it is printed text.
If 1984 is a streaming service, then 1984 is a hardcover book.",1984 is a streaming service.,19,AXIOMATIZES_CONCLUSION,"The axiom 'streaming1984' directly asserts the conclusion that 1984 is a streaming service, which is the statement we are trying to prove.",axiom streaming1984 : Streaming N1984
242,Uncertain,True,Uncertain → True,"Robert Lewandowski is a striker.
Strikers are soccer players.
Robert Lewandowski left Bayern Munchen.
If a player leaves a team they no longer play for that team.",Robert Lewandowski is a star.,line 20,AXIOMATIZES_CONCLUSION,"The axiom 'rl_is_star' directly asserts the conclusion that Robert Lewandowski is a star, which should be derived instead.",axiom rl_is_star : Star RobertLewandowski
5,Uncertain,True,Uncertain → True,"Billings is a city in the state of Montana in U.S.
The state of Montana includes the cities of Butte, Helena, and Missoula.
White Sulphur Springs and Butte are cities in the same state in U.S.
The city of St Pierre is not in the state of Montana.
Any city in Butte is not in St Pierre.
A city can only be in one state in U.S.  except for Bristol, Texarkana, Texhoma and Union City.",St Pierre and Bismarck are in the same state.,line 47,AXIOMATIZES_CONCLUSION,"The axiom 'StPierre_same_state_Bismarck' directly axiomatizes the conclusion that St Pierre and Bismarck are in the same state, which is the statement being verified.","axiom StPierre_same_state_Bismarck : ∀ s : State, InState StPierre s ↔ InState Bismarck s"
819,Uncertain,True,Uncertain → True,"All growth stocks are bought to earn profits from rapid price appreciation.
If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.
Some stocks are growth stocks.
All mature stocks are suitable for a retirement fund.
KO is a mature stock.",KO is a stock.,line 28,AXIOMATIZES_CONCLUSION,"The conclusion that KO is a stock is directly axiomatized in premise5, which includes 'Stock KO'.",axiom premise5 : Mature KO ∧ Stock KO
979,Uncertain,True,Uncertain → True,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjoy the dining hall meals and recipes.
If people at Mary's school enjoy the dining hall meals and recipes, then they are not picky eaters.
If people at Mary's school enjoy the dining hall meals and recipes, then they spend a lot of their time eating and catching up with friends in the campus dining halls.
Hannah is at Mary's school.
Hannah works in student jobs on campus and if she needs to earn money to help pay for her college tuition, then she is neither picky nor needs to earn money to help pay for her college tuition.",Hannah needs to earn money to help pay for her college tuition.,line 22,AXIOMATIZES_CONTRADICTION,"The axiom premise7 introduces a contradiction by stating that if Hannah needs money, then she does not need money, which is logically inconsistent.",axiom premise7 : WorkJob Hannah ∧ (NeedMoney Hannah → (¬ Picky Hannah ∧ ¬ NeedMoney Hannah))
981,False,True,False → True,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjoy the dining hall meals and recipes.
If people at Mary's school enjoy the dining hall meals and recipes, then they are not picky eaters.
If people at Mary's school enjoy the dining hall meals and recipes, then they spend a lot of their time eating and catching up with friends in the campus dining halls.
Hannah is at Mary's school.
Hannah works in student jobs on campus and if she needs to earn money to help pay for her college tuition, then she is neither picky nor needs to earn money to help pay for her college tuition.","Hannah is at Mary's school and she either is not a picky eater or, if she is, then she spends a lot of her time eating and catching up with friends in the campus dining halls.",line 28,AXIOMATIZES_CONTRADICTION,"The axiom premise7b introduces a contradiction by stating that if Hannah needs money, then she does not need money.",axiom premise7b : NeedsMoney Hannah → (¬ Picky Hannah ∧ ¬ NeedsMoney Hannah)
809,False,Unknown,False → Unknown,"No baked sweets are spicy.
All cupcakes are baked sweets.
All mala hotpots are spicy.
All products from Baked by Melissa are cupcakes.
Dried Thai chilies are spicy or mala hotpots or not baked sweets.",Dried Thai chilies are cupcakes and products of Baked by Melissa.,N/A,REASONING_FAILURE,"The Lean code correctly formalizes the premises but fails to derive the incorrect conclusion, which is expected since the conclusion is false based on the premises.",N/A
754,False,True,False → True,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants that are popular among local residents have ratings greater than four.
The Hamden Plaza Subway store has a rating greater than four, or it is popular among local residents.","If the Hamden Plaza Subway store provides take-out service and receives many negative reviews, then its rating is greater than 4 and it does not provide take-out service.",N/A,REASONING_FAILURE,"The Lean code incorrectly concludes that the Hamden Plaza Subway store cannot provide take-out service if it receives many negative reviews, due to a reasoning error in the proof.",N/A
476,False,Unknown,False → Unknown,"Pets are allowed in some managed buildings.
A deposit is required to rent an apartment in a managed building.
The security deposit can be either equal to the monthly rent at a managed building or more.
Fluffy is Tom's cat.
Cats are pets.
The Olive Garden is a managed building.
The monthly rent at the Olive Garden is $2000.
$2000 is more than $1500.
Tom will rent an apartment in a managed building if he is allowed to move in with Fluffy, and the security deposit is no more than $1500.
If a managed building allows pets, then people are allowed to move in with a pet. ",Tom will rent an apartment in The Olive Garden.,line 38,INCORRECT_FORMALIZATION,"The axiom 'deposit_at_least_rent' incorrectly formalizes the premise about the security deposit, as it should allow for the deposit to be equal to or less than the monthly rent, not strictly more.","axiom deposit_at_least_rent : ∀ b : Building, Managed b → MonthlyRent b ≤ SecurityDeposit b"
1011,Uncertain,True,Uncertain → True,"People who are born in a multiple birth with siblings spend a lot of time hanging out with and playing with their siblings.
If people have siblings who were born together, then they were born in a multiple birth.
If people complain often about annoying siblings, then they have siblings who were born together.
If people live at home, then they do not live with strangers.
If people spend a lot of time hanging out with and playing with their siblings, then they often live at home. 
Luke either is a baby born in a multiple birth and live with strangers, or is not a baby born in a multiple birth and does not live with strangers",Luke spends a lot of time hanging out and playing with his siblings.,line 41,AXIOMATIZES_CONCLUSION,"The axiom 'luke_spends_time' directly asserts the conclusion that Luke spends a lot of time with his siblings, which should be derived instead.",axiom luke_spends_time : SpendTimeWithAndPlayWithSiblings Luke
1012,False,True,False → True,"People who are born in a multiple birth with siblings spend a lot of time hanging out with and playing with their siblings.
If people have siblings who were born together, then they were born in a multiple birth.
If people complain often about annoying siblings, then they have siblings who were born together.
If people live at home, then they do not live with strangers.
If people spend a lot of time hanging out with and playing with their siblings, then they often live at home. 
Luke either is a baby born in a multiple birth and live with strangers, or is not a baby born in a multiple birth and does not live with strangers",Luke complains often about annoying siblings.,line 22,AXIOMATIZES_CONCLUSION,"The axiom p7 directly assumes the conclusion that Luke complains often about annoying siblings, which should be derived instead.",axiom p7 : ComplainOften Luke
562,False,True,False → True,"It costs $205 to take the GRE test, which is cheaper than $300.
ETS provides financial aid to those GRE applicants who prove economic hardship.
Those living in single-parent families or having few resources available to them can prove economic hardship.
Tom lives in a single-parent family.
Tom's dad has been out of work, and Tom has few resources available to them. 
Tom is applying to take the GRE test.",No one taking the GRE test has financial aid provided to them by something.,line 31,AXIOMATIZES_CONTRADICTION,"The axiom 'no_aid_for_takers' contradicts the premises by stating that no one taking the GRE can receive financial aid, which is false given the premises.","axiom no_aid_for_takers : ∀ x : Person, TakesGRE x → ∀ p : Provider, ¬ ProvidesFinancialAid p x"
959,False,True,False → True,"If people spill a lot of food on their clothing, then they are not notably tidy.
All clumsy foodies who go out frequently to find new food restaurants to try are people who spill a lot of food on their clothing.
If people are cleanly, then they are notably tidy.
If people value order and spotlessness, then they are cleanly.
All people whose families prioritize order and spotlessness themselves value order and spotlessness.
Peter is either a person who spills a lot of food on his clothing and is cleanly, or a person who does not spill a lot of food on his clothing and is not cleanly",Peter is either a  clumsy foodie who goes out frequently to find new food restaurants to try or he is someone whose family prioritizes order and spotlessness.,axiom h7,AXIOMATIZES_CONCLUSION,The axiom h7 directly assumes the conclusion that Peter is either a clumsy foodie or someone whose family prioritizes order and spotlessness.,axiom h7 : ClumsyFoodie Peter ∨ FamilyPrioritizes Peter
527,False,Unknown,False → Unknown,"If a man is taller than another man, the taller one can block the other's shooting.
Michael is a man who is taller than everyone else in his class.
If person x is taller than person y, and person y is taller than person z, then x is taller than z
Peter is a man who is taller than Michael.
Michael can block any shooting from a person as long as the person does not jump when shooting.
Michael cannot block Windy's shooting.
Every shooter who can jump when shooting is a great shooter.",Peter is shorter than a man in Michael's class.,N/A,REASONING_FAILURE,"The axioms are correctly formalized, but the conclusion that Peter is shorter than a man in Michael's class is not logically derivable from the given premises.",N/A
440,True,Unknown,True → Unknown,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in place B and place B is located in place C, then place A is located in place C.",There is at least one cove in Antarctica named after a place in Bulgaria.,line 48,REASONING_FAILURE,The code fails to derive that Barutin Cove is located in Antarctica due to a lack of transitive reasoning across multiple levels of location.,N/A
441,False,Unknown,False → Unknown,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in place B and place B is located in place C, then place A is located in place C.",Barutin Cove is not located in Antarctica.,line 22,AXIOMATIZES_CONTRADICTION,"The axiom h5 states that Antarctica is located in the South Shetland Islands, which contradicts the premise that Antarctica is a separate location.",axiom h5 : LocatedIn Antarctica SouthShetlandIslands
786,Uncertain,True,Uncertain → True,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car. ",John's car is a Tesla Model 3.,line 17,AXIOMATIZES_CONCLUSION,"The axiom ax6 directly asserts the conclusion that John's car is a Tesla Model 3, which should be derived rather than assumed.",axiom ax6 : TeslaModel3 JohnCar
787,False,True,False → True,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car. ",John's car is a Solo EV.,line 19,AXIOMATIZES_CONCLUSION,"The axiom premise6 directly states that John's car is a Solo EV, which is the conclusion being verified.",axiom premise6 : SoloEV johns_car
788,True,Unknown,True → Unknown,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car. ",John's car is not a Solo EV.,line 18,INCORRECT_FORMALIZATION,"The axiom ax5 is incorrectly formalized; it should state that if John's car is not a Tesla Model 3, then it must be a single-seat electric car, not the disjunction.",axiom ax5 : (¬ TeslaModel3 JohnCar) → (¬ TeslaModel3 JohnCar ∨ SingleSeatElectricCar JohnCar)
846,False,True,False → True,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is engaged, then John does not invite friends to their ceremony and make wedding plans.
If John has a larger family, then either John has a well-attended wedding or invites friends to their ceremony. ",John has a larger family.,line 33,AXIOMATIZES_CONCLUSION,"The axiom ax7 directly assumes the conclusion that John has a larger family, which is the statement to be proven.",axiom ax7 : LargerFamily John
76,Uncertain,True,Uncertain → True,"Some mammals have teeth.
Platypuses have no teeth.
Platypuses are mammals. 
Humans have teeth.",Humans are mammals.,line 15,AXIOMATIZES_CONCLUSION,"The axiom 'humans_are_mammals' directly axiomatizes the conclusion that humans are mammals, which should be derived instead.","axiom humans_are_mammals : ∀ x : Animal, Human x → Mammal x"
580,False,True,False → True,"Plungers suck.
Vacuums suck.
Vampires suck.
Space is a vacuum.
A duster is a household appliance that doesn't suck.","If something is a household appliance, it sucks.",line 17,AXIOMATIZES_CONCLUSION,"The axiom 'household_appliance_suck' directly axiomatizes the conclusion that all household appliances suck, contradicting the premise about the duster.","axiom household_appliance_suck : ∀ x : Thing, HouseholdAppliance x → Sucks x"
1328,False,True,False → True,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of all ages.
All family-friendly animated films are rated General Audience.
All movies in the Frozen series are family-friendly animated films.
“Hachi: A dog’s Tale” is a film.
“Hachi: A dog’s Tale”  is either a family-friendly animated film or is appropriate for people of all ages. ","""Hachi: A dog's Tale"" contains excessive erotic and violent content or is in the ""Frozen"" series or both.",axiom hachi_disj2 : ContainsExcessiveEroticViolent Hachi ∨ FrozenSeries Hachi,AXIOMATIZES_CONCLUSION,"The axiom hachi_disj2 directly asserts the conclusion that 'Hachi: A dog's Tale' contains excessive erotic and violent content or is in the 'Frozen' series, which is not supported by the premises.",axiom hachi_disj2 : ContainsExcessiveEroticViolent Hachi ∨ FrozenSeries Hachi
965,False,True,False → True,"All hydrocarbons are organic compounds .
All alkanes are hydrocarbons
All organic compounds are chemical compounds.
All organic compounds contain carbon.
No chemical compounds contain only one element.
The mixture either both is a chemical compound and contains only one element, or neither. ",The mixture is an alkane and contains carbon.,line 28,AXIOMATIZES_CONCLUSION,"The conclusion that the mixture is an alkane and contains carbon is directly axiomatized, which leads to the model predicting the conclusion as true despite the premises being inconsistent.",axiom ax7 : Alkane mixture ∧ ContainsCarbon mixture
1244,False,True,False → True,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of the students taking a class with Professor David are taking the database course. 
All students working in the lab are taking a class with Professor David.
James is a student working in the lab. 
James doesn't work in the lab or have a part-time job offered by the university.",James has a part-time job offered by the university.,line 19,AXIOMATIZES_CONTRADICTION,The axioms p6 and p7 together create a contradiction by asserting both that James works in the lab and does not work in the lab.,axiom p6 : Student James ∧ WorksInLab James
1247,Uncertain,True,Uncertain → True,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of the students taking a class with Professor David are taking the database course. 
All students working in the lab are taking a class with Professor David.
James is a student working in the lab. 
James doesn't work in the lab or have a part-time job offered by the university.",James takes the database course.,line 19,AXIOMATIZES_CONTRADICTION,"The axioms include a contradiction: James is both working in the lab and not working in the lab, which leads to an incorrect conclusion.",axiom h6 : WorkingInLab James
619,Uncertain,True,Uncertain → True,"If George likes music, he wants to compose.
If George has access to a program, he can compose.
If George can compose and wants to compose, he will compose.","If George will not compose, George can not compose.",line 12,AXIOMATIZES_CONCLUSION,"The axiom h4 directly axiomatizes the conclusion by stating that if George will not compose, then he cannot compose, which is essentially the conclusion being verified.",axiom h4 : ¬ WillCompose George → ¬ CanCompose George
736,False,True,False → True,"A hawk never swims. 
Some birds are hawks.",All birds swim.,11,AXIOMATIZES_CONCLUSION,"The axiom 'all_birds_swim' directly asserts the conclusion that all birds swim, which contradicts the premises.","axiom all_birds_swim : ∀ x, Bird x → Swims x"
325,False,True,False → True,"Heinrich Schmidt was a German politician. 
Heinrich Schmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.",No politicians are part of the Nazi Reichstag.,line 12,AXIOMATIZES_CONTRADICTION,The axiom 'no_politicians_in_nazi' directly contradicts the premise that Heinrich Schmidt is both a politician and a member of the Nazi Reichstag.,"axiom no_politicians_in_nazi : ∀ x : Person, Politician x → ¬ MemberNaziReichstag x"
942,False,True,False → True,"All people who eat salads regularly are very conscious about their health and eating habits.
All people who grew up in health-conscious childhood homes eat salads regularly.
All people who fulfill their daily nutritional intakes grew up in health-conscious childhood homes.
All people who disregard their physical well-being are not very conscious about their health and eating habits.
If people visit the gym at least once a day, then they always fulfill their daily nutritional intakes.
Taylor either grew up in a health-conscious childhood home and disregard her physical well-being, or she did neither.",Taylor visits the gym at least once a day.,line 20,AXIOMATIZES_CONCLUSION,"The axiom A7 directly assumes the conclusion that Taylor visits the gym daily, which is the statement to be proven.",axiom A7 : VisitGymDaily Taylor
147,Uncertain,True,Uncertain → True,"The summer Olympic games is a sporting event. 
The last summer Olympic games was in Tokyo.
The United States won the most medals in Tokyo. ",The world championships is a sporting event.,line 14,AXIOMATIZES_CONCLUSION,"The axiom 'worlds_is_sport' directly asserts that the World Championships is a sporting event, which is the conclusion that should be derived, not assumed.",axiom worlds_is_sport : SportingEvent WorldChampionships
703,False,True,False → True,"All horses have hooves.
No humans have hooves.",Some humans are horses.,line 9,AXIOMATIZES_CONCLUSION,"The axiom 'some_humans_are_horses' directly asserts the conclusion, which is false according to the ground truth.","axiom some_humans_are_horses : ∃ x : Being, Human x ∧ Horse x"
1316,False,True,False → True,"Some professional basketball players are not American nationals.
All professional basketball players can do jump shots.
If someone can jump shots, they leap straight into the air.
If someone leaps straight into the air, they activate their leg muscles. 
Yuri does not activate his leg muscles.","If Yuri does not leap straight into the air, then Yuri is an American professional basketball player.",line 15,AXIOMATIZES_CONCLUSION,"The axiom directly assumes the conclusion that if Yuri does not leap straight into the air, then he is an American professional basketball player.",axiom yuri_if_not_leap_then_american_and_pro : ¬ LeapsStraight Yuri → (American Yuri ∧ Pro Yuri)
724,False,True,False → True,"Events are either happy or sad.
At least one event is happy. ",All events are sad.,line 8,AXIOMATIZES_CONTRADICTION,The axiom 'all_sad' contradicts the premise that at least one event is happy.,"axiom all_sad : ∀ e : Event, Sad e"
1325,False,True,False → True,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi is a barking dog.,line 33,AXIOMATIZES_CONCLUSION,"The axiom 'KiKi_is_a_dog' directly assumes that KiKi is a dog, which leads to the conclusion that KiKi is a barking dog without proper derivation from the premises.",axiom KiKi_is_a_dog : Dog KiKi
304,False,True,False → True,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",No one playing for Nautico is Brazilian.,29-30,AXIOMATIZES_CONTRADICTION,"The axioms directly contradict the premises by stating that no one playing for Nautico is Brazilian, while the premises state that Ailton Silva, a Brazilian, plays for Nautico.","axiom no_one_playing_for_nautico_is_brazilian : ∀ x : Person, PlaysFor x Nautico → ¬ Brazilian x"
308,Uncertain,True,Uncertain → True,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",Ailton Silva was loaned out to a football club.,line 15,INCORRECT_FORMALIZATION,"The axiom 'loan_Ailton_Braga' uses 'Ailton' instead of 'AiltonSilva', leading to a mismatch in the formalization of the premises.",axiom loan_Ailton_Braga : LoanedOutTo Ailton Braga
