case_idx,example_id,story_id,ground_truth,prediction,pattern,num_iterations,premises,conclusion,root_cause_category,error_description,problematic_axiom
196,1325,459,False,Uncertain,Uncertain → False,2,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi is a barking dog.,FORMALIZE_INCORRECTLY,"The premise 'If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs' is incorrectly formalized. The axiom A7 does not correctly capture the logical structure of the premise.",N/A
70,819,322,Uncertain,True,True → Uncertain,1,"All growth stocks are bought to earn profits from rapid price appreciation.
If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.
Some stocks are growth stocks.
All mature stocks are suitable for a retirement fund.
KO is a mature s",KO is a stock.,FORMALIZE_INCORRECTLY,"The conclusion that KO is a stock is directly axiomatized, but the premises do not logically lead to this conclusion. The premises do not explicitly state that KO is a stock, and the axioms do not correctly capture the logical flow from the premises to the conclusion.",N/A
141,1329,460,True,Uncertain,Uncertain → True,1,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of ","""Hachi: A dog's Tale"" either contains excessive erotic and violent content and is a film in the ""Frozen"" series, or it neither contains excessive erotic and violent content nor is a film in the ""Frozen"" series.",FORMALIZE_INCORRECTLY,"The conclusion is incorrectly formalized. The premises do not support the conclusion that 'Hachi: A dog's Tale' is either in the Frozen series or not, as there is no premise or axiom that allows us to derive anything about 'Frozen Hachi'.",N/A
75,979,368,Uncertain,True,True → Uncertain,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo",Hannah needs to earn money to help pay for her college tuition.,FORMALIZE_INCORRECTLY,"The premise about Hannah's condition is incorrectly formalized, leading to a contradiction.",N/A
77,981,368,False,True,True → False,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo","Hannah is at Mary's school and she either is not a picky eater or, if she is, then she spends a lot of her time eating and catching up with friends in the campus dining halls.",FORMALIZE_INCORRECTLY,"The premise about Hannah's need to earn money and her being not picky is incorrectly formalized. The axiom H_need_imp incorrectly implies that if Hannah needs money, she is not picky and does not need money, which is contradictory.",N/A
5,1210,426,True,Uncertain,Uncertain → True,1,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are workin","If James is either a manager or in other countries,  then James does not either has lunch at home or work remotely from home. If James either has lunch at home or works remotely from home, then he is neither a manager nor does he work in other countries. [contrapositive is more natural]",FORMALIZE_INCORRECTLY,"The premises are incorrectly translated into axioms, leading to an inability to derive the conclusion. Specifically, the axioms do not account for the contrapositive nature of the conclusion.",N/A
83,754,306,False,True,True → False,1,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants ","If the Hamden Plaza Subway store provides take-out service and receives many negative reviews, then its rating is greater than 4 and it does not provide take-out service.",FORMALIZE_INCORRECTLY,"The premises are incorrectly translated into axioms, leading to a contradiction in the proof.",N/A
159,1247,435,Uncertain,True,True → Uncertain,1,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of",James takes the database course.,FORMALIZE_INCORRECTLY,The premise 'James doesn't work in the lab or have a part-time job offered by the university' is incorrectly translated. It should be '¬WorksInLab James ∧ ¬UnivPartTime James' instead of '¬ (WorksInLab James ∨ UnivPartTime James)'.,N/A
92,476,166,False,Uncertain,Uncertain → False,2,"Pets are allowed in some managed buildings.
A deposit is required to rent an apartment in a managed building.
The security deposit can be either equal to the monthly rent at a managed building or more.
Fluffy is Tom's cat.
Cats are pets.
The Olive Garden is a managed building.
The monthly rent at th",Tom will rent an apartment in The Olive Garden.,FORMALIZE_INCORRECTLY,The premise about Tom renting an apartment if the security deposit is no more than $1500 is incorrectly formalized. The axiom 'tom_rents_if' does not correctly capture the condition that Tom will rent only if the security deposit is no more than $1500.,N/A
99,1367,472,True,Uncertain,Uncertain → True,1,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.",Harry is an invertebrate or a queen bee.,FORMALIZE_INCORRECTLY,"The premise that 'Animals are either invertebrates or vertebrates' is incorrectly formalized because it does not account for bees being animals, which is necessary to apply the axiom to Harry.",N/A
89,173,58,Uncertain,True,True → Uncertain,1,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",A smarter person has gained knowledge.,FORMALIZE_INCORRECTLY,"The conclusion 'A smarter person has gained knowledge' is incorrectly formalized as an existential statement, while the premises do not support this generalization.",N/A
