case_idx,example_id,story_id,ground_truth,prediction,pattern,num_iterations,premises,conclusion,root_cause_category,error_description,problematic_axiom
122,787,315,False,Uncertain,Uncertain → False,1,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Mod",John's car is a Solo EV.,FORMALIZE_INCORRECTLY,"Axiom A5 is incorrectly formalized. The premise states a conditional about John's car not being a Tesla Model 3, but the axiom does not correctly capture the logical structure of the premise.",N/A
123,788,315,True,Uncertain,Uncertain → True,1,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Mod",John's car is not a Solo EV.,FORMALIZE_INCORRECTLY,"Axiom A5 is incorrectly formalized. The implication direction is wrong; it should reflect the premise that if John's car is not a Tesla Model 3, then it is not a Solo EV.",N/A
127,846,330,False,Uncertain,Uncertain → False,1,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is enga",John has a larger family.,FORMALIZE_INCORRECTLY,"Axiom A5 is incorrectly formalized; it should imply that if John makes wedding plans, then he is engaged, not the other way around.",N/A
128,847,330,True,Uncertain,Uncertain → True,1,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is enga",John does not have a larger family.,FORMALIZE_INCORRECTLY,"Axiom A5 is incorrectly formalized. It should state that if John makes wedding plans, then John is engaged, not the other way around.",N/A
202,308,101,Uncertain,True,True → Uncertain,1,"Ailton Silva, born in 1995, is commonly known as Ailton.
Ailton is a football player who was loaned out to Braga.
Ailton Silva is a Brazilian footballer who plays for Náutico.
Náutico is a football club along with Braga.
Fluminense is a football club.",Ailton Silva was loaned out to a football club.,FORMALIZE_INCORRECTLY,"The axiom 'alias' incorrectly equates Ailton and AiltonSilva, leading to a misinterpretation of the premises. The model assumes they are the same person, which is not explicitly stated in the premises.",N/A
130,849,330,True,Uncertain,Uncertain → True,1,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is enga",John neither has a larger family nor does he invite others to his wedding.,FORMALIZE_INCORRECTLY,"Axiom A5 is incorrectly formalized. It should reflect that if John makes wedding plans, then he is engaged, not the other way around.",N/A
196,1325,459,False,Uncertain,Uncertain → False,2,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi is a barking dog.,FORMALIZE_INCORRECTLY,"Axiom A7 is incorrectly formalized with the wrong implication direction, which affects the logical flow needed to derive the conclusion.",N/A
70,819,322,Uncertain,True,True → Uncertain,1,"All growth stocks are bought to earn profits from rapid price appreciation.
If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.
Some stocks are growth stocks.
All mature stocks are suitable for a retirement fund.
KO is a mature s",KO is a stock.,MISSING_PREMISES,"The conclusion 'KO is a stock' is directly stated by the premise 'KO is a mature stock', but the premises do not explicitly state that all mature stocks are stocks. This missing premise leads to the uncertainty of the conclusion.",N/A
141,1329,460,True,Uncertain,Uncertain → True,1,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of ","""Hachi: A dog's Tale"" either contains excessive erotic and violent content and is a film in the ""Frozen"" series, or it neither contains excessive erotic and violent content nor is a film in the ""Frozen"" series.",FORMALIZE_INCORRECTLY,"The axiom R2 is incorrectly formalized. It should imply that if a film contains excessive erotic and violent content, then children cannot watch it, but the direction is reversed.",N/A
75,979,368,Uncertain,True,True → Uncertain,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo",Hannah needs to earn money to help pay for her college tuition.,FORMALIZE_INCORRECTLY,"The axiom R1 is incorrectly formalized. It should reflect that needing money implies working, not the other way around.",N/A
77,981,368,False,True,True → False,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo","Hannah is at Mary's school and she either is not a picky eater or, if she is, then she spends a lot of her time eating and catching up with friends in the campus dining halls.",AXIOMATIZE_CONTRADICTION,"The axiom H_need_imp contains a self-negating pattern where it implies both ¬Need Hannah and Need Hannah, leading to a contradiction.",N/A
5,1210,426,True,Uncertain,Uncertain → True,1,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are workin","If James is either a manager or in other countries,  then James does not either has lunch at home or work remotely from home. If James either has lunch at home or works remotely from home, then he is neither a manager nor does he work in other countries. [contrapositive is more natural]",FORMALIZE_INCORRECTLY,"The axiom A7 is incorrectly formalized as a biconditional, which does not align with the premises. It should only state that if James is a manager, he will appear in the company today.",N/A
83,754,306,False,True,True → False,1,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants ","If the Hamden Plaza Subway store provides take-out service and receives many negative reviews, then its rating is greater than 4 and it does not provide take-out service.",AXIOMATIZE_CONTRADICTION,"The proof exploits a logical contradiction by deriving `False` from the premises, indicating an inconsistency in the axioms.",N/A
159,1247,435,Uncertain,True,True → Uncertain,1,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of",James takes the database course.,AXIOMATIZE_CONTRADICTION,"Axioms A6 and A7 directly contradict each other: A6 states James works in the lab, while A7 states James does not work in the lab or have a university part-time job.",N/A
92,476,166,False,Uncertain,Uncertain → False,2,"Pets are allowed in some managed buildings.
A deposit is required to rent an apartment in a managed building.
The security deposit can be either equal to the monthly rent at a managed building or more.
Fluffy is Tom's cat.
Cats are pets.
The Olive Garden is a managed building.
The monthly rent at th",Tom will rent an apartment in The Olive Garden.,FORMALIZE_INCORRECTLY,"The axiom 'pet_move_rule' incorrectly implies that if a building allows pets, then people are allowed to move in with a pet, but it should be that if people are allowed to move in with a pet, then the building allows pets.",N/A
99,1367,472,True,Uncertain,Uncertain → True,1,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.",Harry is an invertebrate or a queen bee.,MISSING_PREMISES,"The premises do not explicitly state that bees are animals, which is necessary to apply the axioms about animals to Harry. This missing premise prevents the conclusion from being derived.",N/A
89,173,58,Uncertain,True,True → Uncertain,1,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",A smarter person has gained knowledge.,FORMALIZE_INCORRECTLY,"The axiom R2 is incorrectly formalized. It should state that if a person is smarter, then they have gained knowledge, not the other way around.",N/A
