case_idx,example_id,story_id,ground_truth,prediction,pattern,num_iterations,premises,conclusion,root_cause_category,error_description,problematic_axiom
196,1325,459,False,Uncertain,Uncertain → False,2,"Jane does not like any animals that bark.
All dogs are animals that bark.
Jane likes all animals that jump.
If an animal has legs, then it jumps.
If an animal is terricolous, then it has legs. 
KiKi is an animal.
If KiKi neither jumps nor has legs, then KiKi is terricolous or has legs.",KiKi is a barking dog.,INCORRECT_FORMALIZATION,"The formalization does not correctly capture the logical implications of the premises, particularly the conditions under which KiKi can be a barking dog.",A7
70,819,322,Uncertain,True,True → Uncertain,1,"All growth stocks are bought to earn profits from rapid price appreciation.
If the stock price is bought to earn profits from rapid price appreciation, then it is not suitable for a retirement fund.
Some stocks are growth stocks.
All mature stocks are suitable for a retirement fund.
KO is a mature s",KO is a stock.,AXIOMATIZES_CONCLUSION,"The conclusion that KO is a stock is directly axiomatized as A5_stock, which makes the proof trivial.",A5_stock
141,1329,460,True,Uncertain,Uncertain → True,1,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of ","""Hachi: A dog's Tale"" either contains excessive erotic and violent content and is a film in the ""Frozen"" series, or it neither contains excessive erotic and violent content nor is a film in the ""Frozen"" series.",REASONING_GAP,"The proof logic fails to establish whether 'Hachi: A dog's Tale' is in the 'Frozen' series, leading to uncertainty in the conclusion.",N/A
75,979,368,Uncertain,True,True → Uncertain,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo",Hannah needs to earn money to help pay for her college tuition.,AXIOMATIZES_CONTRADICTION,"The axiom H_fact introduces a contradiction by stating that if Hannah needs money, then she does not need money, which contradicts the premises.",H_fact
77,981,368,False,True,True → False,1,"If people at Mary's school work in student jobs on campus, then they need to earn money to help pay for their college tuition.
If people at Mary's school order takeout frequently in college, then they work in student jobs on campus.
People at Mary's school order takeout frequently in college or enjo","Hannah is at Mary's school and she either is not a picky eater or, if she is, then she spends a lot of her time eating and catching up with friends in the campus dining halls.",AXIOMATIZES_CONTRADICTION,"The axiom H_need_imp leads to a contradiction by implying that if Hannah needs money, she simultaneously does not need money.",H_need_imp
5,1210,426,True,Uncertain,Uncertain → True,1,"All employees who schedule a meeting with their customers will go to the company building today. 
Everyone who has lunch in the company building schedules meetings with their customers. 
Employees have lunch either in the company building or at home.
If an employee has lunch at home, they are workin","If James is either a manager or in other countries,  then James does not either has lunch at home or work remotely from home. If James either has lunch at home or works remotely from home, then he is neither a manager nor does he work in other countries. [contrapositive is more natural]",REASONING_GAP,"The axioms are correctly formalized, but the proof logic fails to derive the conclusion due to missing links between the axioms and the claim.",N/A
83,754,306,False,True,True → False,1,"If a restaurant is listed in Yelp’s recommendations, then the restaurant has not received many negative reviews.
All restaurants with a rating greater than four are listed in Yelp’s recommendations.
Some restaurants that do not provide take-out service receive many negative reviews.
All restaurants ","If the Hamden Plaza Subway store provides take-out service and receives many negative reviews, then its rating is greater than 4 and it does not provide take-out service.",REASONING_GAP,"The proof incorrectly concludes a contradiction from the premises, as it assumes that the Hamden Plaza Subway store cannot have many negative reviews while being listed, which is not supported by the premises.",N/A
159,1247,435,Uncertain,True,True → Uncertain,1,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of",James takes the database course.,AXIOMATIZES_CONTRADICTION,"Axiom A7 contradicts the premise that James works in the lab, leading to an inconsistency.",A7
92,476,166,False,Uncertain,Uncertain → False,2,"Pets are allowed in some managed buildings.
A deposit is required to rent an apartment in a managed building.
The security deposit can be either equal to the monthly rent at a managed building or more.
Fluffy is Tom's cat.
Cats are pets.
The Olive Garden is a managed building.
The monthly rent at th",Tom will rent an apartment in The Olive Garden.,INCORRECT_FORMALIZATION,"The formalization incorrectly assumes that Tom can rent if the security deposit is no more than $1500, but the premises state it must be no more than $1500, which is not possible given the deposit policy.",tom_rents_if
99,1367,472,True,Uncertain,Uncertain → True,1,"Animals are either invertebrates or vertebrates.
All animals with backbones reproduce by male-and-female mating. 
All vertebrate animals have a backbone.
All bees do not reproduce by male-and-female mating.
All queen bees are bees.
Harry is a bee.",Harry is an invertebrate or a queen bee.,INCORRECT_FORMALIZATION,"The formalization does not establish that bees are animals, preventing the application of axioms related to animals.",N/A
89,173,58,Uncertain,True,True → Uncertain,1,"Books contain tons of knowledge.
When a person reads a book, that person gains knowledge. 
If a person gains knowledge, they become smarter.
Harry read the book “Walden” by Henry Thoreau.",A smarter person has gained knowledge.,INCORRECT_FORMALIZATION,"The conclusion 'A smarter person has gained knowledge' is interpreted existentially, which is not directly supported by the premises.",N/A
